NHTSACampaignNumber,ReportReceivedDate,Make,Model,ModelYear,Component,parkIt,parkOutSide,overTheAirUpdate,Summary,Consequence,Remedy,Notes,Manufacturer
21V619000,06/08/2021,HYUNDAI,ACCENT,2019,LATCHES/LOCKS/LINKAGES:TRUNK LID:LATCH,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2017-2018 Sonata, 2016-2018 Sonata Hybrid, 2018-2020 Accent, and 2016-2017 Azera vehicles.  The trunk latch may become damaged, preventing the opening of the trunk from the inside.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 401, ""Internal Trunk Release.""","A person inside the trunk compartment may become trapped, increasing their risk of injury.","Dealers will replace the trunk latch base, free of charge.  Owner notification letters were mailed December 4, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 208.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
21V619000,06/08/2021,HYUNDAI,ACCENT,2020,LATCHES/LOCKS/LINKAGES:TRUNK LID:LATCH,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2017-2018 Sonata, 2016-2018 Sonata Hybrid, 2018-2020 Accent, and 2016-2017 Azera vehicles.  The trunk latch may become damaged, preventing the opening of the trunk from the inside.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 401, ""Internal Trunk Release.""","A person inside the trunk compartment may become trapped, increasing their risk of injury.","Dealers will replace the trunk latch base, free of charge.  Owner notification letters were mailed December 4, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 208.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V069000,09/02/2022,HYUNDAI,ACCENT,2020,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2021 Accent vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioner(s) may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Owner notification letters were mailed February 24, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 219.  This recall is an expansion of NHTSA recall number 21V-796.  This recall is replaced by NHTSA recall number 22V-354.  Vehicles already repaired under this recall will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V218000,01/04/2022,HYUNDAI,ACCENT,2020,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Elantra and 2020 Accent vehicles.  In the event of a crash, the front driver and passenger-side seat belt pretensioners may explode upon deployment.","Exploding seat belt pretensioners can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed on May 31, 2022. A second notice will be sent once remedy parts become available.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 223.  This recall is replaced by NHTSA recall number 22V-354.  Vehicles already repaired under this recall will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V354000,19/05/2022,HYUNDAI,ACCENT,2020,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Accent, 2021-2022 Elantra, and 2021-2022 Elantra HEV vehicles.   In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioner(s) with a cap, free of charge.  Owner notification letters were mailed August 28, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 229.  This recall expands and replaces NHTSA recall numbers 21V-796, 22V-069, 22V-218, and 22V-123 for Accent, Elantra, and Elantra HEV vehicles.  All Accent, Elantra, and Elantra HEV vehicles already repaired under the previous recalls will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
21V937000,02/12/2021,HYUNDAI,ACCENT,2021,"SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS:MASTER CYLINDER",False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021 Accent vehicles.  The brake master cylinder may have been manufactured with sharp edges that can damage the inner oil seal, resulting in reduced braking performance.","Reduced braking performance can cause longer brake pedal travel or extend the distance required to stop the vehicle, increasing the risk of a crash.","Dealers will replace the brake master cylinder, free of charge.  Owner notification letters were mailed February 10, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 213.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V069000,09/02/2022,HYUNDAI,ACCENT,2021,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2021 Accent vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioner(s) may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Owner notification letters were mailed February 24, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 219.  This recall is an expansion of NHTSA recall number 21V-796.  This recall is replaced by NHTSA recall number 22V-354.  Vehicles already repaired under this recall will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V311000,06/05/2022,HYUNDAI,ACCENT,2021,STEERING:COLUMN,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Accent vehicles.  A bolt in the steering column may not be secured properly, which can cause the steering column to detach from the steering rack and result in a loss of steering control.",Loss of steering control can increase the risk of a crash.,"Dealers will inspect and tighten the lower steering column u-joint retention bolt, as necessary, free of charge.  Owner notification letters were mailed July 5, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 226.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V354000,19/05/2022,HYUNDAI,ACCENT,2021,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Accent, 2021-2022 Elantra, and 2021-2022 Elantra HEV vehicles.   In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioner(s) with a cap, free of charge.  Owner notification letters were mailed August 28, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 229.  This recall expands and replaces NHTSA recall numbers 21V-796, 22V-069, 22V-218, and 22V-123 for Accent, Elantra, and Elantra HEV vehicles.  All Accent, Elantra, and Elantra HEV vehicles already repaired under the previous recalls will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V311000,06/05/2022,HYUNDAI,ACCENT,2022,STEERING:COLUMN,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Accent vehicles.  A bolt in the steering column may not be secured properly, which can cause the steering column to detach from the steering rack and result in a loss of steering control.",Loss of steering control can increase the risk of a crash.,"Dealers will inspect and tighten the lower steering column u-joint retention bolt, as necessary, free of charge.  Owner notification letters were mailed July 5, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 226.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V354000,19/05/2022,HYUNDAI,ACCENT,2022,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Accent, 2021-2022 Elantra, and 2021-2022 Elantra HEV vehicles.   In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioner(s) with a cap, free of charge.  Owner notification letters were mailed August 28, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 229.  This recall expands and replaces NHTSA recall numbers 21V-796, 22V-069, 22V-218, and 22V-123 for Accent, Elantra, and Elantra HEV vehicles.  All Accent, Elantra, and Elantra HEV vehicles already repaired under the previous recalls will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V458000,27/06/2022,HYUNDAI,VENUE,2020,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Venue vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioners with a cap, free of charge.  Owner notification letters were mailed October 25, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 231.  This recall expands and replaces NHTSA recall number 21V-796 for Venue vehicles.  Venue vehicles previously repaired under 21V-796 will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
21V796000,13/10/2021,HYUNDAI,VENUE,2021,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2021 Elantra, Elantra HEV, Venue, Genesis GV80 and 2022 Genesis GV70 vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioner(s) may explode upon deployment.","An exploding seat belt pretensioner could project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Owner notification letters were mailed February 10, 2022. Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's numbers for this recall are 211 and 009G.  This recall is replaced by NHTSA recall numbers 22V-354 for Elantra and Elantra HEV vehicles, 22V-458 for Venue vehicles, and 23V-094 for Genesis vehicles.  Elantra, Elantra HEV, Venue, and Genesis vehicles already repaired under this recall will need to have the new remedies completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V458000,27/06/2022,HYUNDAI,VENUE,2021,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Venue vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioners with a cap, free of charge.  Owner notification letters were mailed October 25, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 231.  This recall expands and replaces NHTSA recall number 21V-796 for Venue vehicles.  Venue vehicles previously repaired under 21V-796 will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
22V458000,27/06/2022,HYUNDAI,VENUE,2022,SEAT BELTS:FRONT,False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Venue vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioners with a cap, free of charge.  Owner notification letters were mailed October 25, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 231.  This recall expands and replaces NHTSA recall number 21V-796 for Venue vehicles.  Venue vehicles previously repaired under 21V-796 will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
24V308000,01/05/2024,HYUNDAI,VENUE,2024,ENGINE AND ENGINE COOLING:EXHAUST SYSTEM:EMISSION CONTROL:GAS RECIRCULATION VALVE (EGR VALVE),False,False,False,"Hyundai Motor America (Hyundai) is recalling certain 2024 Elantra, Venue, and Kona vehicles.  An electrical short circuit may occur in the exhaust gas recirculation (EGR) valve assembly, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"Dealers will replace the exhaust gas recirculation valve assembly, free of charge.  Owner notification letters were mailed June 28, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 260.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",Hyundai Motor America
